"code","country","region_noHICgroup","obs","CAT","1-BETA","MIX","C1P1","C2P1","C3P1","C4P1","C5P1","C1P2","C2P2","C3P2","C4P2","C5P2","C1P3","C2P3","C3P3","C4P3","C5P3","C1P4","C2P4","C3P4","C4P4","C5P4","C1P5","C2P5","C3P5","C4P5","C5P5","index","group"
"KHM","Cambodia","East Asia & Pacific",872,0.62185323,0.45318782,0.6198343,0.189184396064001,0.203328293945999,0.0749935640653785,0.0441422410116181,0.0533166994327243,0.0378887439475908,0.0701166569392575,0.0543004736896644,0.0268503092424633,0.0653454236360079,0.0124866968254872,0.0240856586188944,0.0141763648661976,0.0247057150311084,0.033630725749164,0.00146998847280675,0.00370624379521275,0.0050024101086795,0.013948745484615,0.0312398618064825,0.00333712437815946,0,0.00333712437815946,0.00142552015668544,0.0079810091191572,0.302875301930122,"Part 2"
"KAZ","Kazakhstan","Europe & Central Asia",445,0.42140383,0.66672665,0.53834617,0,0,0,0.006287931,0,0,0,0,0.008371585,0,0,0,0.0227814943175224,0.0274708385023518,0.0166524881801258,0,0,0.00795495275878128,0.30889652591684,0.188579038291795,0,0,0.00091782662501943,0.121103039284998,0.290984237068896,0.31503412095804,"Part 2"
"ZAF","South Africa","Sub-Saharan Africa",4113,0.69722623,0.79510166,0.67301941,0.027883260390408,0.034716072676728,0.149193117097569,0.105653381324351,0.0185236168310963,0.00526476369257254,0.011064963502591,0.0763379875748002,0.0816526042494928,0.0186891040686942,0.00626406670721404,0.0084113705015806,0.0777566117424396,0.0938756327882596,0.025038042910112,0.000734532392133,0.0081080511256935,0.039435026040495,0.0931422899643075,0.036647354750985,0,0.00131308469195571,0.00969013196795072,0.0379124393851757,0.0326925184859707,0.317057114644374,"Part 2"
"RUS","Russia","Europe & Central Asia",1166,0.48421735,0.59271768,0.67575276,0.000828002,0,0,0,0,0,0.00370250722073925,0.00140833117149615,0.00309572614927125,0.0054668205952272,0,0,0.0174124673424195,0.0434123962854696,0.0156020878435719,0,0,0.0184162566659982,0.0978731845600472,0.060787382315491,0,0.00085818200164956,0.0147924370789644,0.170364193245852,0.545980077437396,0.3178172039596,"Part 2"
"KGZ","Kyrgyzstan","Europe & Central Asia",561,0.396281,0.63970107,0.44673198,0.00415182907362531,0.00234068553498308,0.003600618204624,0.0144252640405547,0.00256532460663616,0,0.000999686910200927,0.00660238830419097,0.0116535638309051,0.00656518746410726,0,0.00481784908245015,0.0137140381508406,0.0536366894163979,0.0195787452677845,0,0,0.0197309749495998,0.433727424570923,0.192227311754591,0,0.00257945964757479,0,0.0735467513719614,0.13353620296405,0.321421120866814,"Part 2"
"AUS","Australia","East Asia & Pacific",2843,0.66272563,0.7686318,0.63302606,0,0,0.00037677084515081,0.00126161215928737,0.00033548999556182,0,0.00240148530254538,0.000606157605732246,0.00655032312019458,0.00673157192265918,0,0.00750984033732104,0.0285995027042048,0.0962271694776224,0.0595912117032616,0,0.0037240668106056,0.0105177898510542,0.060955108158918,0.051749235052476,0,0.00576777879498588,0.0331991435690447,0.214299235771096,0.409596519099302,0.328242876863127,"Part 2"
"MNG","Mongolia","East Asia & Pacific",540,0.64109594,0.75461243,0.65337944,0.00367809239548425,0.00150809728577513,0.00448051524518104,0.0342506064657288,0.0209215610991248,0.00937823766390144,0.0279916465225524,0.0199672780717084,0.113098660640698,0.0465281403555996,0.00157004163975416,0.014726396618664,0.0209208138173192,0.0707537933323152,0.0360288793439448,0.0035373486999186,0.00684149950645875,0.0164351026443037,0.176518600641879,0.155469316713431,0,0,0.0111149104168171,0.05390785832864,0.150372590608357,0.33011789120033,"Part 2"
"GMB","Gambia","Sub-Saharan Africa",12586,0.36300567,0.49079609,0.36928231,0.558142582450703,0.0684682714641661,0.0961058020597103,0.116083969829623,0.0465135557048826,0.0059995062713868,0.00166215061425893,0.00320411430844365,0.0029248640976519,0.0028665499581165,0.0024698837282525,0.00117940903945424,0.0022654670213168,0.00384029714510589,0.0009692299586277,0.00568527732751446,0.00433549794306213,0.0103226398117163,0.0179493748992067,0.00665240856904845,0.00169764826391344,0.00124325541526244,0.00301459909432852,0.014750399274779,0.0216532379517166,0.330516141996695,"Part 2"
"GTM","Guatemala","Latin America & Caribbean",7053,0.48650506,0.29238713,0.49391422,0.383968123650719,0.176936562236853,0.0936129179609676,0.0580835854186581,0.0209396056731884,0.0179803826438965,0.0332821455163764,0.0343207467122222,0.0314616038601787,0.0152074299448031,0.00205038624652802,0.00430523664486417,0.0203463250557525,0.00978171235481947,0.0125604122075951,0.00095528277296445,0.00294485644233774,0.0147343392655336,0.017183117697362,0.0186833191488076,4.070127372222e-05,0.00104721965418993,0.00392743313781561,0.00332026568875302,0.0223263209388998,0.335178626169462,"Part 2"
"GEO","Georgia","Europe & Central Asia",351,0.46885598,0.55052722,0.56634438,0,0,0,0,0,0,0.0025509592095748,0.00374917366105135,0.0027726762831986,0.00372920559013495,0,0,0.0160792888192695,0.098354718402912,0.0237236455409715,0,0,0.0229114887887517,0.261614099204337,0.135274849143519,0,0,0.0222268434128933,0.108272957546054,0.298740089168535,0.335830955364181,"Part 2"
"ARG","Argentina","Latin America & Caribbean",1945,0.58756822,0.63541195,0.57467353,0.0143170518378954,0.0440346790110888,0.029624319480624,0.0368562028820868,0.00998012692311738,0.0102472981580231,0.0566186911171664,0.089942269177024,0.175426865044373,0.019814766503413,0,0.00509362977282709,0.0165367050325945,0.0534068203991064,0.0117835927567457,0.00197266357862988,0.0102096354016122,0.0337572684272256,0.235990835419742,0.0772530492707544,0,0,0.00377887411844546,0.0368037904617903,0.0265508517554318,0.341201151519574,"Part 2"
"CHE","Switzerland","Europe & Central Asia",774,0.44550741,0.65765476,0.53577828,0,0.0024350572318967,0.00395937277079902,0.00292528231236986,0.00130141357872316,0,0.00827506942479308,0.0165356571767458,0.0240867517665846,0.0118885902397371,0,0.00260620957046482,0.0284758427047863,0.0475510947616409,0.0196258097665901,0,0.00120438677181312,0.0372491911000205,0.284948618629517,0.161150142880742,0.00118695353880357,0,0.0074593201886955,0.0928161547697331,0.24431909078354,0.343551640227954,"Part 2"
"LVA","Latvia","Europe & Central Asia",284,0.51449978,0.61270741,0.56341195,0,0,0,0,0,0,0,0,0.00678514595227388,0.0105974980477261,0,0.0060518837906628,0.019845991137176,0.084110641141416,0.059683883421668,0,0.00298202518692384,0.0450735247228588,0.214550529471575,0.144559494462272,0,0,0.00463836009240252,0.143445729714428,0.257675340742915,0.3479343010421,"Part 2"
"GBR","United Kingdom","Europe & Central Asia",761,0.63062257,0.82090648,0.67379522,0,0,0,0,0.003059056,0,0.0712905059704062,0.0281493724208662,0.0553774695327167,0.0852049844762342,0,0.0143866586582099,0.0258258670590603,0.0308953672381682,0.0581495157519875,0,0.00836987085918232,0.0202771259796871,0.0743375716517424,0.105349915259409,0,0.00818986639437952,0.0206634986621427,0.0828638072888832,0.307609544299981,0.350051183262794,"Part 2"
"ECU","Ecuador","Latin America & Caribbean",13457,0.59564036,0.50667447,0.61894113,0.025777524793184,0.04461241632176,0.0147291846945472,0.0160343880983744,0.00854440466606144,0.0374989178889949,0.143999240605381,0.0947319485203264,0.124301263149437,0.0776636516644496,0.00127698080452241,0.00196261964126806,0.00636006867986502,0.0124765165040105,0.0209902610593972,0.0051184158304788,0.0139385312794584,0.035790253022772,0.07537474301463,0.097206253668666,0.0007815495204153,0.00171546065014688,0.00534063745819422,0.0261239438005,0.107650788570744,0.350472961877193,"Part 2"
"DEU","Germany","Europe & Central Asia",1346,0.37578085,0.72740427,0.45645592,0.000694896762707658,0.00284765984459236,0.00376430466661788,0.00234472398478822,0.00410267261750556,0.000742602143324613,0,0.00071845257522714,0.00975691106627562,0.00249517511918064,0,0,0.0094439106083925,0.0151096955655339,0.0071822835087147,0,0.00432591425749314,0.0376486569504752,0.320621211873686,0.176511955301023,0,0,0.00943790143737216,0.160628972013082,0.231622096993459,0.356642601427185,"Part 2"
"SDN","Sudan","Sub-Saharan Africa",1077,0.37337354,0.29114854,0.40089202,0.469755621292072,0.0739611573885635,0.13167562338615,0.0081907015191509,0.0672593306463732,0.00612364966611398,0.000328858281747268,0.00161247857131452,0,0.00080623928565726,0.03156875409205,0.0246420400835,0.0488712568358,0.000630242039455,0.05119270867515,0,0.00365890674110084,0,0,0.0132117290901928,0.00311183777862314,0.00166872663528296,0.00937832428264411,0,0.0523518192345997,0.35784156056486,"Part 2"
"AUT","Austria","Europe & Central Asia",955,0.41028851,0.51783037,0.51004541,0,0.002511888,0,0,0,0,0.00849000974775619,0.00241039077502207,0.010908460759969,0.00280909013575789,0,0,0.0283830740403054,0.0584936084468682,0.0204242542937982,0.00378462695974173,0,0.0341561245044507,0.381513992880844,0.219929872867271,0,0,0.00424258325837948,0.0293841874536078,0.192557817478536,0.359214349150958,"Part 2"
"HRV","Croatia","Europe & Central Asia",363,0.54430705,0.54967469,0.56844401,0,0.00222310216342131,0.00467306883657869,0,0,0,0.0162541398080776,0.0455495020959949,0.0237761310013661,0.00337014458241285,0,0.008816745298905,0.04885670368475,0.12380792568535,0.05278361760025,0,0.00270735541725132,0.033607717040696,0.262018321553261,0.188467429883198,0,0,0.0113151276797882,0.0479798736640776,0.123793077374518,0.361191189272014,"Part 2"
"MKD","Macedonia","Europe & Central Asia",470,0.56510943,0.47624367,0.59598082,0.00356739546252172,0.0187419346214229,0.00471978926306134,0.00564311236191836,0.00521138985932994,0.00565564152617464,0.092886810253567,0.00565268609799102,0.106508837046467,0.0326813648324152,0.00196577935125263,0.0448567950318394,0.0118690162904981,0.052499780389377,0.0382009989370329,0,0.00903408293141788,0.014321974092516,0.201503415052695,0.231279042905847,0,0,0,0.0183582665120432,0.094841890091952,0.362996128895789,"Part 2"
"MMR","Myanmar","East Asia & Pacific",456,0.51662928,0.24965513,0.53508973,0.110461149703087,0.105609203422356,0.0341202430603903,0,0.0173834167574816,0.063793233852962,0.229653040711621,0.147910916857148,0.0240802829543495,0.0821749512430206,0,0.00786717001893492,0.0374395610260116,0.00302203478339232,0.0548462139653112,0,0,0.00608034789048848,0.000752202816266776,0.0182780028914759,0,0,0.0076748301463698,0.00118873197083002,0.0476644648652957,0.36336962885645,"Part 2"
"SVK","Slovakia","Europe & Central Asia",461,0.31930435,0.60896319,0.39546692,0,0,0,0,0,0,0,0.0161304280702057,0.00960825170195469,0,0,0,0.014299789898066,0.030846828101934,0,0,0,0.0387547977351968,0.495123147013338,0.200556639093904,0,0,0,0.0563553247004913,0.138324765299509,0.366097476186731,"Part 2"
"MDA","Moldova","Europe & Central Asia",349,0.48782167,0.52838334,0.54723811,0,0,0,0.0016089,0,0,0.00227306496580853,0.0337614535347256,0.0326703606776734,0.00925721987274,0,0.00510237618862296,0.128679199281199,0.0851025302644452,0.0533626748102266,0,0,0.0856773520311597,0.194195730141264,0.18038511703274,0,0,0.0057925668504792,0.031041584209462,0.151089890819299,0.367666971387322,"Part 2"
"ALB","Albania","Europe & Central Asia",513,0.67156386,0.60168722,0.684484,0.00214015206198357,0,0.00263237803647579,0,0.00532934900255943,0,0.0214848132369948,0.0312525295443836,0.0454387516751692,0.0255720255434524,0.0108513585453095,0.0306657487775619,0.0594306687304075,0.150736055547505,0.0774712016907661,0.0081116987883578,0.0228269165593715,0.0131008377640978,0.107843707765615,0.226846003667308,0,0.005575421629547,0.0029430437121008,0.030541637129388,0.119205696104572,0.376057243920873,"Part 2"
"BGD","Bangladesh","South Asia",1604,0.54973644,0.41468585,0.56262404,0.206188797016051,0.0959110490407888,0.164144590441658,0.0103085955872393,0.040290301352189,0.0120059853014844,0.032033222199543,0.0438216425802114,0.00993321833170212,0.0147239906869146,0.0183751967314341,0.0185846164058262,0.118692976985462,0.0143154457834287,0.0903764088869565,0.00182221488443694,0.0006100543885698,0.0173344414357566,0.00179670984902465,0.0380506267998963,0.000213331354147892,0.000686982154845664,0.00590525441259398,0.00312619965483666,0.0407481533592974,0.377417563724099,"Part 2"
"COM","Comoros","Sub-Saharan Africa",636,0.41355965,0.60779375,0.41252431,0.484428947184933,0.125056917215882,0.0270095638541536,0.0572668371098177,0.099845452571291,0.0239688333372054,0.016813672296991,0.00609532270708773,0.00646892873762976,0.0417922992065032,0.011059026846122,0.0106425016049756,0.00235944972127459,0.00640190493988049,0.027768369596591,0.0116958886462798,0.00763134794568896,0.00139405098351183,0.0094572632506594,0.0109251244339938,0.00330698253548481,0.00261197111091954,0.000511360015197168,0.00159441287545029,0.00389358051062142,0.38006629601242,"Part 2"
"ISL","Iceland","Europe & Central Asia",248,0.50625581,0.7604709,0.56111628,0,0,0,0,0,0,0,0,0.003192286,0,0.00580491188635876,0,0.0363639077330298,0.0574069138308666,0.0667189292104594,0,0,0.0846894652277664,0.139100922551339,0.145380542220895,0,0,0.0383784417114543,0.134546091462681,0.288417568209891,0.391777550528584,"Part 2"
"BTN","Bhutan","South Asia",781,0.16194925,0.20999283,0.16194925,0.767077960921879,0.0862417048026807,0.0308270565660538,0.00945457733956176,0.0104702266431114,0.0517042663801351,0.0174401781397739,0.0075666628453164,0.00296635973839179,0.0111544214439217,0,0,0,0,0.001255355,0.00043955883651303,0.00050525173221273,0.00056778641829909,0.000315782348958324,0.00201288357950904,0,0,0,0,0,0.394962023744154,"Part 2"
"BIH","Bosnia","Europe & Central Asia",484,0.57588726,0.55369326,0.59314162,0.00263669756120312,0.00680944352327096,0,0.004003850781026,0,0.0046906568029755,0.0152259692547636,0.0551680260138612,0.0345095313419898,0.00873475966296234,0.00205395921238254,0.0118795034083766,0.11680490105701,0.131862877552446,0.100536539132922,0,0.00666418759098896,0.0390672898417371,0.180523033880582,0.173746937486723,0,0,0.00710841759276768,0.0202037429889708,0.0777696679471159,0.398537114011958,"Part 2"
"IND","India","South Asia",27662,0.56450731,0.42435765,0.57965142,0.212566003136818,0.102261880178566,0.0935933242281576,0.0458207607663991,0.0448004281776105,0.0275642948780206,0.0344582101558328,0.0388237542520587,0.0277457815991517,0.0342946491149362,0.0105598966119169,0.0133000566268032,0.0295336795266882,0.0189401195828346,0.0385124672083722,0.00792943445814852,0.00939655213600713,0.0208875090004932,0.0232678713963771,0.0600488411860209,0.00306635976696168,0.00433466920292805,0.0108768783909996,0.0126071761357521,0.0748093895684982,0.409595865388194,"Part 2"
"RWA","Rwanda","Sub-Saharan Africa",1154,0.37854978,0.48651403,0.38371256,0.36005369008525,0.102062545089,0.0447222522047625,0.019671999994575,0.0427457438409563,0.135477728167586,0.0933257754717616,0.0396259560030144,0.0311826728721628,0.047569549221384,0.00543345220395264,0.00259589204073024,0.00530785287896352,0.0078491208698784,0.0221224517388259,0.0042992456604195,0,0.0024282925224399,0.00179915936064891,0.0144619727553444,0.00178148460975156,0,0.000788702049007866,0.00299616674780808,0.0116982920927578,0.410677932405982,"Part 2"
"MNE","Montenegro","Europe & Central Asia",562,0.4785237,0.46009457,0.53294909,0,0.002348707,0,0,0,0.00242497657038937,0.0148174065574167,0.00237678870629765,0.0166954704155236,0.000503967339470387,0,0.0171458399616835,0.0295425355092478,0.0861650762528054,0.0243942398487402,0,0.00619782403616356,0.0292240730642643,0.314020460059678,0.246840421647329,0,0,0.00078290755232504,0.0528949343455442,0.153624395979615,0.412998068741976,"Part 2"
"CZE","Czech Republic","Europe & Central Asia",1291,0.25729784,0.60723272,0.34516382,0,0,0,0.000277053,0,0,0,0,0,0,0,0.0010943077475946,0.0073698098662401,0.0091810727390691,0,0,0.0013297387514905,0.0204083433390818,0.549398878418292,0.191335819227573,0,0,0.00033703482086,0.07489808381495,0.14436987521525,0.414039300261656,"Part 2"
"FJI","Fiji","East Asia & Pacific",584,0.57809711,0.61088648,0.57711416,0.00276190635820276,0.00575788156298677,0.00554989872128477,0.00733397518480586,0.00378195692086365,0.0164425483385581,0.0582379811964326,0.0842153272260478,0.095557758084635,0.0208064132275063,0.00481802056437204,0.0380825840829178,0.115319634302245,0.191594435771535,0.0589689036437964,0,0.0102151201794257,0.0297824873382201,0.135815961902997,0.0902438627078163,0,0,0,0.0114095688413671,0.0133037701586329,0.414682964158232,"Part 2"
"SLE","Sierra Leone","Sub-Saharan Africa",616,0.39079991,0.38629395,0.39744776,0.437211783321999,0.0229916578904065,0.145120067888725,0.0442189230981313,0.0281010969584419,0.00710322420541356,0.0021680468681508,0.00565154891314902,0.00252959470337286,0.00128652734739164,0.043260489218465,0.0074180963848163,0.043204092915692,0.070863359126153,0.037805064988038,0.001849919792922,0,0.00814822295216554,0.0259197999941388,0.0111162820378838,0.00337960563360736,0,0.00409007478301254,0.0187988474654297,0.0277636501445617,0.419203763524181,"Part 2"
"MOZ","Mozambique","Sub-Saharan Africa",442,0.36549616,0.41496384,0.3654843,0.522268364089805,0.0891770492304664,0.143501273975046,0.0399263514668813,0.0109509964028564,0.0201997106266606,0.0084714560239625,0.0131674032740503,0.0079572517586331,0.00240447721229288,0.0216979387769543,0.00438377134686151,0.0225419127692035,0.0185131038654205,0.0217164842189455,0.00878758103190657,0.00381735130663802,0.00292085011303327,0.0107039777170555,0.0131639624768231,0.00351037397545695,0,0.00289184668770915,0.002320573568544,0.00500594035642785,0.421819531041769,"Part 2"
"BEN","Benin","Sub-Saharan Africa",9161,0.25104588,0.25520426,0.26100504,0.672111922366296,0.0921018838795488,0.0475069691699294,0.0115920152898998,0.0335901752926466,0.0133625509388769,0.012767413086601,0.0119945528644251,0.00438250150369738,0.0132898047136504,0.00473625349632072,0.00837587897080704,0.00948392023256084,0.0035156722204498,0.0194592072165744,0.000884044232666496,0.00248618039600304,0.00226494930886488,0.00163253369783592,0.00662476447576944,0.00274378186505892,0.00259156420108191,0.0035779324890429,0.0019760323961844,0.0169474789651215,0.424456955405018,"Part 2"
"NPL","Nepal","South Asia",3799,0.44855255,0.38804787,0.45415226,0.325154101297966,0.0973115983655244,0.0433644980574803,0.0725171679275706,0.0359751919528778,0.0795644851251048,0.0491157701375208,0.0314311879422114,0.061196009185257,0.0342926101659066,0.00495248485160897,0.00603081470102267,0.00627089394174035,0.0147324772177835,0.00966424987133528,0.0130373597629656,0.00776440653657552,0.00787783065995556,0.0404581759814646,0.0389401694367534,0.00043384372717858,0.00017467916454181,0.00179266869062994,0.00322023907040051,0.0147270822455066,0.425073776973974,"Part 2"
"TJK","Tajikistan","Europe & Central Asia",541,0.50041467,0.76842438,0.50292552,0,0,0,0.008520395,0,0,0.00939838561920741,0.00639353655046961,0.0433882625412424,0.00924111379434915,0,0.00146652822497454,0.061891608905745,0.161772740970972,0.0688599498360606,0,0.0019090701471626,0.051952845877708,0.240080663647509,0.0691318696014715,0,0.00053768043878624,0.0253036881898942,0.104534002642968,0.135617663516226,0.430555372093862,"Part 2"
"PAK","Pakistan","South Asia",4504,0.4512451,0.42674655,0.47163135,0.360269009907408,0.0705585073200672,0.09003690098368,0.0350721570231564,0.0504868708299228,0.0224336889482531,0.0116576392316555,0.0204516470819394,0.00841677657816247,0.0217630940585926,0.0304696955578488,0.0150368550619003,0.0385179054238038,0.0241861751456508,0.0643135482932238,0.00647630621834808,0.00354712822020488,0.0088792289445158,0.00927457569274964,0.0312639242703288,0.00420539465278088,0.00216489134189441,0.00760602944260927,0.00783027912435156,0.0550817442841356,0.430936331407641,"Part 2"
"EST","Estonia","Europe & Central Asia",1062,0.35648572,0.61446664,0.48431841,0,0,0,0,0,0,0,0,0.001352827,0,0,0.00103769551698775,0.0224039031928747,0.0176309919439524,0.00434407252868518,0,0.0018933303512904,0.059467224901056,0.269641836717536,0.173022409542192,0,0,0.0178606179245269,0.143376981790982,0.287968144209868,0.431904963711154,"Part 2"
"SLV","El Salvador","Latin America & Caribbean",1669,0.44360128,0.55151933,0.44359845,0.390658114746837,0.140565860124984,0.050878479066953,0.10539953348882,0.0316650884624204,0.0166196353049281,0.0193659313935847,0.0181800533781724,0.0322352985615362,0.0151334723771225,0.00466538339564702,0.0018088452869906,0.00834949818307374,0.00942539535253074,0,0.0129427994347776,0.0187892303691906,0.00912901571830824,0.0511425347825856,0.021838439922822,0.00518345944381656,0.00239190933813967,0.00356662249752586,0.0117885895378722,0.0182768224710975,0.433749295792465,"Part 2"
"MDG","Madagascar","Sub-Saharan Africa",6766,0.43428177,0.34773815,0.43721825,0.407930620985375,0.100815341881974,0.128617468841976,0.0330165001822206,0.00487410730439115,0.0566042293318995,0.0251622331462935,0.0714876623129925,0.033821724060477,0.0056362034608821,0.00946530424616114,0.00747837627433165,0.0248061909408243,0.0272969161500339,0.0104619349452101,0.00201787472544919,0.00212364752606006,0.00522308183580159,0.0125933871034398,0.00880144171697101,0.000978539846790233,0.000154926709409829,0.00207510997449164,0.00616821789199966,0.012388942794966,0.436362455933762,"Part 2"
"TUV","Tuvalu","East Asia & Pacific",57,0.58395875,0.75246499,0.54958975,0.033014041745652,0.0153761072874948,0.149590045819368,0,0,0,0,0.238124663903876,0,0.0186829968665468,0,0.0186829950524739,0.249249268868253,0.0186829950524739,0.034400964878994,0,0,0.018682996,0.018682996,0,0,0,0.112097973736599,0,0.0747319818682995,0.438299672305014,"Part 2"
"BFA","Burkina Faso","Sub-Saharan Africa",914,0.20195985,0.22441292,0.20721659,0.729458245085833,0.0681697645653933,0.0978957850443654,0.0011544945652507,0.0043801033539747,0.0203201850028593,0.00622132295685824,0.00749382031340712,0,0.00459957572687536,0.0154654011824667,0.00797564223577674,0.0120018336868083,0,0.0102643854378756,0,0,0,0,0.006332291,0,0,0.0013407937865383,0,0.00692637146147665,0.438819652560485,"Part 2"
"KIR","Kiribati","East Asia & Pacific",197,0.61838967,0.73641416,0.57532513,0.0231910258138755,0.0117037767539154,0.0338304792150409,0.0231065278422363,0.0176101814693518,0.0109598585768978,0.101324417872061,0.0516191973705093,0.159227312920727,0.0364149225407127,0,0.022090064803744,0.0408658488882568,0.127182292419273,0.026434447391546,0,0.0307705659533554,0.0427258258189139,0.076499122434524,0.077487353518378,0,0.00622644303976514,0.0145284055566694,0.0554933047586067,0.0107086322971376,0.446176999275044,"Part 2"
"ROU","Romania","Europe & Central Asia",316,0.53595924,0.31117111,0.60967368,0.00891182332949868,0,0,0,0.00771064816917545,0.00415919871417482,0.0265414326725412,0.0266866630411076,0.0153511811357455,0,0.0058369271357067,0.0201882438592967,0.079297627223595,0.078679232339686,0.043723275818024,0,0.00415919891294974,0.0383363121626923,0.185755916935053,0.25887333029831,0,0,0,0.0171396562937345,0.178649326838889,0.449063671561601,"Part 2"
"SRB","Serbia","Europe & Central Asia",489,0.43710428,0.55323714,0.46193823,0,0.00739236669449415,0.00139999537270317,0.00220162882286277,0,0,0.0167658965392664,0.0200418543506691,0.0302637283803273,0.00173780686735583,0,0.0198399574596238,0.0800985417348872,0.111675883089259,0.0281614398742128,0,0.0106923392794386,0.0369020612508858,0.314948467217302,0.169274212252374,0,0,0.0105498669222977,0.0482646486036654,0.0897893140282254,0.456544604284569,"Part 2"
"PAN","Panama","Latin America & Caribbean",2545,0.55460554,0.507653,0.60498726,0.0541596378876,0.06181762664798,0.025760830619209,0.0229792636262875,0.00982449139346535,0.0140179095043059,0.0789518649175726,0.041774803568267,0.060172921603368,0.0471806840379592,0.0027949846221002,0.02742001106684,0.029362579846016,0.03973516392158,0.042385857284396,0.0036502556091066,0.0140689371113802,0.051570943152972,0.07190637226071,0.081578093648028,0.00019626746689498,0.00442711906757869,0.013918656598387,0.0285672060823307,0.17177753728262,0.461092837916529,"Part 2"
"CHN","China","East Asia & Pacific",5823,0.560808,0.51745716,0.56822503,0.0395867120782592,0.038243731223392,0.0476786897513216,0.0137856229453466,0.00995900400168064,0.0162017533100174,0.0603801927438008,0.109484648112283,0.036759044424492,0.0350264408937024,0.00696463640189604,0.0509482790074836,0.124453835553306,0.0687976883759052,0.0884172010009908,0.00262087610130654,0.0177393045962448,0.0579078075484062,0.0472212344736132,0.0932885648738736,0,0.000366954997834386,0.0014230432222057,0.00596036113752222,0.0267843744006946,0.465144017500991,"Part 2"
"PSE","Palestine","Middle East & North Africa",1071,0.53123695,0.62472653,0.53689039,0.0476017320438597,0.00577938758208614,0.106907705202143,0.0268886394312491,0.00873574965892616,0.016563590482316,0.0001121533311356,0.048776156401688,0.021602393472468,0.022178907732424,0.034732343348301,0.0037365164415593,0.159109831130145,0.088962022463136,0.051496231208267,0.0156380075536591,0.00079501553755148,0.0683846643597341,0.0737813466853925,0.095163769012067,0,0,0.0227619521337475,0.019892449627191,0.0603994482390615,0.465770061236905,"Part 3"
"MRT","Mauritania","Sub-Saharan Africa",1673,0.30540609,0.57333434,0.30767834,0.590205500957884,0.124888266628748,0.0638394268705732,0.00752631279106,0.0607070910574016,0.0197886939082331,0.0132427238467944,0.0127799068643855,0.00146392811046351,0.00650865478606828,0.0149828918051104,0.0086017175240696,0.0070525201902528,0.00170673425135352,0.0077122169902792,0.00325458051424555,0.00417092857158255,0.00219082668025205,0.0033815557246953,0.0060845037000485,0.0075965538527813,0.0074231451950305,0.0100154974273649,0.000414526346468065,0.0144613121384441,0.468900599524727,"Part 3"
